Transaction Hash,Original Gas Used,"EVMPatch (Success, Gas Used, Error)","SmartShield (Success, Gas Used, Error)","Elysium (Success, Gas Used, Error)"
0x6702b73f03a1056c677fb2b4a10322cea74b089eaaf58099f437dfbf783790e1,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x4b3403a98d389f0c329434360026cca20313e88681262559b715d5fdc082c381,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xe2add19afdf4ea5dcd74262b8711d66278dd5a1c2c9068b445044a6c6e5ee58a,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x2ba6b5e6d7c4229ffefe872f44419d8ebf02ad604c7f469276408409096f616b,25915,"(True, 26035, None)","(True, 26076, None)","(True, 26005, None)"
0xd16d201f59e34fca73fbcae7aec2a633e979135e48f5a7a045114954e3cad2d0,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xdffc4a2a0620466cf9671eed71eafa49e14e47f8da7f14a8c68a6c237a257788,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x83f39d297364ff3037127f14c576c80bc04fe8446cad657886385f01b02471af,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xc87bbf24fe44e1e6461e2e3c7778c597c19a53480ffbce03cca44b83109322b6,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x16246cea19e933aa5ec4e6786962ad630fbbfde29dca41b302648233721b569b,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xf64d079735f98dfa6614b435ac36b46020bedff0a0b176820e9f8ba5593066b9,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xd9a2cf27ec54179b9537f42ba64b83f93854ccf13d7931743fe261b3ba2dc0ce,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x4020da3f0041d3bf2847568eeb99e8f52c1ba7b3157f93aa452137c92682fc76,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xbd82a6f000d8e534eb50bfc6770a2affabd94904606bbcf4556e051f7f021af3,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x525078b7908f1312093eee6c1ad454e190664a172de2e0fdd508de4af2ec56dc,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xd1fee924c2bd922b7540d8c005927dbd28818f27f793bbf74a31003c5f41a03e,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xc90868caad57c33854d9548ad9a7c3e85945baffa32a23475f697e3b60bcc4db,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x813013dcb7f8f703c274773ffe1391364850fa180c471fc6f9aac015eba5aa35,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x63974fc639f53eab27060bdc75e92af15e72d1ca34a144665ada56882b2cdb3f,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xdbe0c4a1826ab58fa793c8b2875e356a7dd751faa226b6ffd30e175e3b531307,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x3626fe96d7155940f44bc289f26a4b66c6e635f60aa09331c49be87e4fae2862,25915,"(True, 26035, None)","(True, 26076, None)","(True, 26005, None)"
0xddaab8641b872774f5ff855244c1f7adbb2f7f709d963fccf1578bbea796fd3e,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x7eb0c2d9cb3bca6d289598221a29b0707413edeb21a8c1b9f9cfad5a4472d51f,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xf4a077aa270f6bbe39df9ca53164dc82cd62231be37745ce836e96f563e5b88f,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x79a94d09979d7adaa74dbe20908cc748d2c5cb1110068adf2aaf285af6121036,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xc5419093c20aa44c6eb85e41fbcad3014abec3ddc4efaa43341abc1ac4435236,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xa203fe879b9acfbb183e8fd9548442f304fb0470335c0c1915f487280e5725b5,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xcc144071659fa3712f452fc20ec4371f71806df6bf764dd48db09fd4f96da205,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xfdca416b0bc9d3434117fca93efabeed2dca03c437bf1506f223798ea93be3ac,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xb5a032542e2b1b03fcfe215d2cb993dedbc1f8bb567d46d36cefe24989f0fa27,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x48280ff527a88d51ab02ab34b10bec6094fcda07b38cd34349767a970e412b48,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xe06b6f9a224d7ff8b8a3419607ef2106d18e54c30f0feb223802e66be32a9442,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xecfceb82fc1717ec190cc840bc481220beceac15129a424e570a529458499985,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x125db75d4fe3e016d184d9d6ddbd77ab4bf748b2b25a01f353600be63cc0bd91,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x22035ca714ab8635e126f3bbed2eba8ccc32b45bb3862ebb926af52d26daef46,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xe5063cdf37286907e2916aae97d99f1fc0d858a36aa9185fe5298505b7f6a5e7,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x2c350bc43996109d05877d800b28f408a959b4d60966b498595c98b1085562cd,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x5c4979771ec90d7078553015889a896d9011d6305119a8e2345cfa9d08aef3a6,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x236bc3b9ba2324a58b059a1bf671658a62947adb886939ba88ee8c6141f26155,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x315b5b2dc36e9c4dfd88e7d0a4178a32144f41536d48c7c91278350abf4e516d,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x964f8519cd0683f3ee7ee8a36563b1b1cf83d5f0ad1e578d6f472253ceac0e42,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xe43efbd6edebc4a4217618823600337ceaa65cf062a0d75ddd53b25b1553c454,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x6a18a39b0ef5ab46de831719e8da2845b106d606c399c178f5b0fff7915dc46b,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x474298db1f7814ef897f759ce3e1304f13f61e6547fc18e0e3bd41026af12701,25915,"(True, 26035, None)","(True, 26076, None)","(True, 26005, None)"
0xc2321fea9dc205572658aaddb107d2cd73971307217be40738f7f18c058c46ae,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x5683501f506aee52dcb09afc1f997d25094eb270333f11df1d5d9d00c0badf74,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xc34ed1d01fce880664a1b26c5dfb0074e0a05e07c6a93a9debc49f8eaab17f3c,25915,"(True, 26035, None)","(True, 26076, None)","(True, 26005, None)"
0xd852609a5833726dcb31562377963d107fce521cf488f489c4af9f3d02f9c949,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x7ab25a52f699f927c3691c2e4721b8ac3231859371f13faddf0df45ea48b0620,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xd2297a2d6958880fb30f1bb047130b20d85e2a75209ad235d7b56f9dea6cc2e1,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x8dfc132e260845ffcf5678419ff3c4c9f2d8ce52d12245350448905490f8d1b8,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xa810f182585d017b6bfb2967297cc91ff1957f6b8d37bb2305edadc59d15789d,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xeb75c43f7ff897ba739211cc337de8d8fae5a2cc80fe4d0e2050aadd3a607f50,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xa5e84bbf7f39b42ab626edba24b1d7eaf15183a7dd0720f78a8e9687de6a9175,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x5bb117c4443784a02e507406c7ac486c08ab802b9f3087ccd84662029381f1c2,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x892bbd44ff57ff6fc70d3098cdba0bebbf6ec2d6786a6be33553c29160eafec1,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x5e2f1258ed0614c7be002c95412b6d3a611a34b5c94f47c05a498204ad56a947,22821,"(True, 22821, None)","(True, 22821, None)","(True, 22821, None)"
0x51ee25a9ab86f5b8b8af2eae88b114936c5cea7702ff56b223c948d5302abc6d,25915,"(False, 25915, 'Out of gas: Needed 1381 - Remaining 1345 - Reason: Log topic and data gas cost')","(False, 25915, 'Out of gas: Needed 1381 - Remaining 1304 - Reason: Log topic and data gas cost')","(False, 25915, 'Out of gas: Needed 1381 - Remaining 1375 - Reason: Log topic and data gas cost')"
0x8dcdb8dcd165ef59bc761c5654e95b33c6fd36fd603c2f73d4e0e159db1f3a03,25915,"(False, 25915, 'Out of gas: Needed 1381 - Remaining 1345 - Reason: Log topic and data gas cost')","(False, 25915, 'Out of gas: Needed 1381 - Remaining 1304 - Reason: Log topic and data gas cost')","(False, 25915, 'Out of gas: Needed 1381 - Remaining 1375 - Reason: Log topic and data gas cost')"
0x1c2ea183dc2ff2187b6543208be79052a597be294f7fb1eb7021046feaa8b553,22821,"(True, 22821, None)","(True, 22821, None)","(True, 22821, None)"
0xc1f70d1a12912039343c22133417e97507bdf6ef2e810c83e0b14a02dd416391,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x93daedd69a0fc18f7c1ff16b4da8d1b8b062dff122b7b2000b7f90281f98a39a,22821,"(True, 22821, None)","(True, 22821, None)","(True, 22821, None)"
0xd3347b95da5e6c995ccbc95490913679e4538757affa75763b20dd839ccf3f5a,25915,"(True, 26035, None)","(True, 26076, None)","(True, 26005, None)"
0x38d2051fd19c6be4ad4efbafff57b9854ff66fd21244e77db96807a1fdd247c7,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x64a9d94e96d072592b84bcf96354afe1d3f2c748ae786f436f1ae241905d8921,40915,"(False, 40915, 'Out of gas: Needed 1381 - Remaining 1345 - Reason: Log topic and data gas cost')","(False, 40915, 'Out of gas: Needed 1381 - Remaining 1304 - Reason: Log topic and data gas cost')","(False, 40915, 'Out of gas: Needed 1381 - Remaining 1375 - Reason: Log topic and data gas cost')"
0xe65a0cbfe58ebf5d27351689856be15685e6f90542ea654a03eadc2af223f8e8,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x42af74db1448dfd6fe745e0937cc73417338781eee2fa4bac61e218aef8c4129,22821,"(True, 22821, None)","(True, 22821, None)","(True, 22821, None)"
0x0474ef3078a415b7501607c4d0f9b10e039a276c2d8b09659154dd6071df1afb,22821,"(True, 22821, None)","(True, 22821, None)","(True, 22821, None)"
0xce9280b83bc0a92c910266eb8c3b7791e6999c57ef921219dac223fc1b9ede1f,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xa3691164fd7cdc171c8d2cb6dbb93d9d69bec245d0f61cb807ac1b4bb92a6185,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xc1bcc8194f4dda05946342013256f9e3057d031a161a49b37390396c66c1e728,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xf7738e294b53a5013bff3559d59dfc63e346ab39f2b09e5f2cbb18c47aca2e76,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x500e42f6e2d9411418ba4b69be2212900bc7706956e1c43beb3a96c9fccba9c3,25915,"(False, 25915, 'Out of gas: Needed 1381 - Remaining 1345 - Reason: Log topic and data gas cost')","(False, 25915, 'Out of gas: Needed 1381 - Remaining 1304 - Reason: Log topic and data gas cost')","(False, 25915, 'Out of gas: Needed 1381 - Remaining 1375 - Reason: Log topic and data gas cost')"
0x5c42a124e51696f2efc56372212b9e79b9f17daf662ce4831ee1fc487e6975ff,25915,"(True, 26035, None)","(True, 26076, None)","(True, 26005, None)"
0xde340a901510dc84f505651ebd4a8edb0da4ba4ccb538ad9ad481fe3d2081701,22821,"(True, 22821, None)","(True, 22821, None)","(True, 22821, None)"
0x9902a6e3338f0c7c6c9f60370fc213b12f4399b8dd80dd64f2e28d807fff8ad5,22821,"(True, 22821, None)","(True, 22821, None)","(True, 22821, None)"
0x269dba33a1bfc823d34e76bb9bcea74710dd34a050b9d65261817fecc8c48f8b,40915,"(False, 40915, 'Out of gas: Needed 1381 - Remaining 1345 - Reason: Log topic and data gas cost')","(False, 40915, 'Out of gas: Needed 1381 - Remaining 1304 - Reason: Log topic and data gas cost')","(False, 40915, 'Out of gas: Needed 1381 - Remaining 1375 - Reason: Log topic and data gas cost')"
0xc5decad3523dc40651636eca7b32ca169bb9c9a06f2c704d07c0f9e32834ee1a,22821,"(True, 22821, None)","(True, 22821, None)","(True, 22821, None)"
0x82e2ffc1bb668cc3f2b34c1ca552deda74bca2b93f4189ca74abc9e836372ec5,22821,"(True, 22821, None)","(True, 22821, None)","(True, 22821, None)"
0xf130c3693fe15e7f811475916f707122029eb4c27ba98760362813902e789699,25915,"(True, 26035, None)","(True, 26076, None)","(True, 26005, None)"
0xc232224b1c6c5e96c13a1ce46f653b3f70046735b0c352dfa610f6b52d54c696,22821,"(True, 22821, None)","(True, 22821, None)","(True, 22821, None)"
0x019d6803e30869c1b8a1438db56cc7b9f4e213a2998e04ca7c38e44e4298feb6,25915,"(True, 26035, None)","(True, 26076, None)","(True, 26005, None)"
0x0874e77c424e6a9bd822a82f17367e1101255a1f7d5f503520c5dde1119e37c5,25915,"(False, 25915, 'Out of gas: Needed 1381 - Remaining 1345 - Reason: Log topic and data gas cost')","(False, 25915, 'Out of gas: Needed 1381 - Remaining 1304 - Reason: Log topic and data gas cost')","(False, 25915, 'Out of gas: Needed 1381 - Remaining 1375 - Reason: Log topic and data gas cost')"
0xfe5315c6f5ad777617e615875f33c18a48d5fac72b37971e1cf4e4457f1b1f2f,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x5ff8090da9adb73fb63c7d2f42a8e856002c89af4c2efd9bc4936f08380a3cd3,22821,"(True, 22821, None)","(True, 22821, None)","(True, 22821, None)"
0x607d3013b53386de75e819e3d27b23cea74a465c02c9781ea257155beb295870,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x199b58154ee0510c5282339d1427d9007fc301d00eabdac0c06ea3d80c7125ff,25915,"(True, 26035, None)","(True, 26076, None)","(True, 26005, None)"
0xf9e0642000a8994b56f8c844c49df03e2bb3d221130a6a88fbdb4527caf33c4c,22821,"(True, 22821, None)","(True, 22821, None)","(True, 22821, None)"
0x40b8b592907c7af6e3facf461f8e4ad7dd68e6763952c506a0bc5ba5f0a7e5b5,40915,"(False, 40915, 'Out of gas: Needed 1381 - Remaining 1345 - Reason: Log topic and data gas cost')","(False, 40915, 'Out of gas: Needed 1381 - Remaining 1304 - Reason: Log topic and data gas cost')","(False, 40915, 'Out of gas: Needed 1381 - Remaining 1375 - Reason: Log topic and data gas cost')"
0x8e05ada847ce2e3241f84eb497df90925470670fd1ecda22670b26d7ed933766,22821,"(True, 22821, None)","(True, 22821, None)","(True, 22821, None)"
0xb6c3bb0cb14a592cf064e4c49ab9439c797f79eb36bb250c5faeadd65ed8d9ab,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xe85b73b7e19070d1995cd7b68442c3c00c0638c5168c2b677c7486540616c52a,25915,"(True, 26035, None)","(True, 26076, None)","(True, 26005, None)"
0xbae2a6af9f8bd4eeb1c2586a7efd100e332520bc68d77e32a4f4a24d7f0e585a,25915,"(True, 26035, None)","(True, 26076, None)","(True, 26005, None)"
0x8c05a71ae7717022c583ed77ad3c18ac94221f2ca90b7da85b81afd6317306f7,25915,"(True, 26035, None)","(True, 26076, None)","(True, 26005, None)"
0xd481fa8f37e35a92470199494dc02861ffe8fbdd635286b14b6b52c4c1d695ee,25915,"(True, 26035, None)","(True, 26076, None)","(True, 26005, None)"
0x66e6303a3845f832a5598f82d87f873dea082d03695b647496b9acf6a6269b02,25915,"(True, 26035, None)","(True, 26076, None)","(True, 26005, None)"
0x55ecf3b2898f21bc76b7bd361eaa9a82474b352bb6dfc49aaee578365969f72b,22821,"(True, 22821, None)","(True, 22821, None)","(True, 22821, None)"
0xbfa7a3f422cad111eab5485cb40ad006459835751cd0640211aee7cf802a568d,22821,"(True, 22821, None)","(True, 22821, None)","(True, 22821, None)"
0xd9fe0b94e410d6be933b3014ca7f07f7ce974d90b5e950d6e0da8d9bf77b07a2,22821,"(True, 22821, None)","(True, 22821, None)","(True, 22821, None)"
0xd13f14fad371d3dc03df28972e9c9e5fa8331e10db9971d11bbc7578f4c26853,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x493c48ca64be519a7dd1566bcee1d3427cde73ccad9ceb0bec0bc52c1cfcc1ad,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xad08e9b53af47ac762cc4fdf84aaaa126c65d5e9c060c9cf30df6e199bd348c8,22821,"(True, 22821, None)","(True, 22821, None)","(True, 22821, None)"
0x4b3180e4558e4a57b9b395578b7a5116f3dac7f55caec3cf4c60d2d5b0cea6c6,22821,"(True, 22821, None)","(True, 22821, None)","(True, 22821, None)"
0x8020389547d7ff8f7651437c2c7d5e419b87c9ba472d4f7425f81f87a92f5619,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x29f135d9f5b976465f1f6f981abb2fbe1fa4971b32e89b1f7f4fa2d81d91477e,25915,"(True, 26035, None)","(True, 26076, None)","(True, 26005, None)"
0x5c003cfa8ef932c3d6b2b9c60f4970b4fee59c7a222116618557514e122ac3df,22821,"(True, 22821, None)","(True, 22821, None)","(True, 22821, None)"
0x650deb49c1d53e435f29a4aa6fecce4badc793cf19c1fafd1b1d31a5ed634f3a,22821,"(True, 22821, None)","(True, 22821, None)","(True, 22821, None)"
0xee19cb309de1d04544cc8defffbf85ac515acaa0d573cf6f23adfb5e63d4621e,25915,"(True, 26035, None)","(True, 26076, None)","(True, 26005, None)"
0x4aa975d2ffbdeb7c00a42fec7727015a03d39c85c1d634bdc0354244752e56d0,25915,"(True, 26035, None)","(True, 26076, None)","(True, 26005, None)"
0x404c3671566443cf357e6902c8a1eab4ce8702b023199801378abbe1102be0ce,25915,"(True, 26035, None)","(True, 26076, None)","(True, 26005, None)"
0x14bfdb8ebe631526e6b6a7e7c3060d3a4533b295bab731e822eee77500edba78,22821,"(True, 22821, None)","(True, 22821, None)","(True, 22821, None)"
0xe4d1622b55c9840fa7605f1053e389e5c4802e24bbd5f4e9a33f330ad7739cff,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x43f8030f19369888da01b817a1f76bc0e8d09f9b4d88fdda1960777580a6ed39,7392,"(True, 7392, None)","(True, 7392, None)","(True, 7392, None)"
0xcd7b9fce1ba0f8c1b06ebc77fb337d3839dc66beddff4f855dd2167005bda6b4,40915,"(False, 40915, 'Out of gas: Needed 1381 - Remaining 1345 - Reason: Log topic and data gas cost')","(False, 40915, 'Out of gas: Needed 1381 - Remaining 1304 - Reason: Log topic and data gas cost')","(False, 40915, 'Out of gas: Needed 1381 - Remaining 1375 - Reason: Log topic and data gas cost')"
0x6112ae485d1ffdabb6e8188d5b685217f0ec1489e380b8c299e3a45eec2f6cca,22821,"(True, 22821, None)","(True, 22821, None)","(True, 22821, None)"
0xc5353f95497f020d98977a48f0131e6bfbfdac2dd06dda2ca9031831cc17d714,22821,"(True, 22821, None)","(True, 22821, None)","(True, 22821, None)"
0x50ad10316f9e21a947da941391c7dc76c4020fbbb538fadc91078eb89047956c,25915,"(True, 26035, None)","(True, 26076, None)","(True, 26005, None)"
0x09e4786849b723a74f0b1bbe19f5470bd46e7a79aac18e911d7ccb6696990a96,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x1cbb7d2257ff9694d478345382ad0c5aa123ec4efe7c89560a2b7170825b34b1,25915,"(True, 26035, None)","(True, 26076, None)","(True, 26005, None)"
0xc7f7f0118b918d4ab61d90e7920e16269ef6721454531a42d28ca8dc6e175314,25915,"(False, 25915, 'Out of gas: Needed 1381 - Remaining 1345 - Reason: Log topic and data gas cost')","(False, 25915, 'Out of gas: Needed 1381 - Remaining 1304 - Reason: Log topic and data gas cost')","(False, 25915, 'Out of gas: Needed 1381 - Remaining 1375 - Reason: Log topic and data gas cost')"
0x25b98bcb20374a1bb93bb3488cac255ff0bea234fe85a5bae54aee53e3a5f227,22821,"(True, 22821, None)","(True, 22821, None)","(True, 22821, None)"
0xbec88e26b3b98bfa49101d15b757c3e5e5e16910cbc7641f0870ec251e0d9521,22821,"(True, 22821, None)","(True, 22821, None)","(True, 22821, None)"
0xecbcb97e1f7bd683d57fd15329cdb67c2b61498b1dff4e570e33106f140f0ace,25915,"(True, 26035, None)","(True, 26076, None)","(True, 26005, None)"
0xea83f8a89a3295eda7125397fbec847b1e4a4350d0761dee91a32e29ed5c797d,25915,"(True, 26035, None)","(True, 26076, None)","(True, 26005, None)"
0x18980cfe361816771a2c7a827ee5f2c6348d7b806b860107e23bbcb3d4a4abb4,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x1155542188f6e8cd9678de65f1a481c055dbff6df3cf1dbff6c3197d68862096,22821,"(True, 22821, None)","(True, 22821, None)","(True, 22821, None)"
0x6cd913e85cdff0c72d5552190e3260247067eb633fb89809770f985e11f3fb65,25915,"(True, 26035, None)","(True, 26076, None)","(True, 26005, None)"
0x3b9a65ee20337514b7d9c7b519b0553d781982d8bc5ac41e4c43152cb48f3622,22821,"(True, 22821, None)","(True, 22821, None)","(True, 22821, None)"
0xe1007d435e7cecd8e16ba78b807438aa8495fe7a2ba01277f73ef016cce0974e,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xa78f786ea5792f7993fda40e7f31fc1b8793f81a10548371c278ce131462fa3a,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x5cbe2f502125ced4863374e3fe58a86c08bdb0a99b2dc6425f59416deede634a,22821,"(True, 22821, None)","(True, 22821, None)","(True, 22821, None)"
0x44185db371dfc3785b91cabfdbf242970483bc016832c72d46e96c40d8289463,25915,"(False, 25915, 'Out of gas: Needed 1381 - Remaining 1345 - Reason: Log topic and data gas cost')","(False, 25915, 'Out of gas: Needed 1381 - Remaining 1304 - Reason: Log topic and data gas cost')","(False, 25915, 'Out of gas: Needed 1381 - Remaining 1375 - Reason: Log topic and data gas cost')"
0xa68dc9dcc41eff7b3d38a1c83de5f8fc1649c1a46a6dd525ba69e8c3b68fbef6,25915,"(True, 26035, None)","(True, 26076, None)","(True, 26005, None)"
0xd7963d7787403e73342892ab318e13053a620575c6d1b955236c61ccd404904b,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xbd8576752ee2471992dce09033db3134bdfcca41ff8cdca04d05d5267e4f7a4b,22821,"(True, 22821, None)","(True, 22821, None)","(True, 22821, None)"
0x8ab987cacf1dc56b0c57f03504c4284cf388b43ae26209c62fbab976f7704126,22821,"(True, 22821, None)","(True, 22821, None)","(True, 22821, None)"
0x4946cee06fd79c34810b14e46d31237923e13ab33989705787f5f222f3a783d5,22821,"(True, 22821, None)","(True, 22821, None)","(True, 22821, None)"
0x67db400b8ecea62be52c9449875eeed75057713d38933e7940dbd23d6e2df31e,22821,"(True, 22821, None)","(True, 22821, None)","(True, 22821, None)"
0xab41079a1fec53a782a5821f0542b3f19648f70a1118e50a6701fe4d4a8a6331,40915,"(False, 40915, 'Out of gas: Needed 1381 - Remaining 1345 - Reason: Log topic and data gas cost')","(False, 40915, 'Out of gas: Needed 1381 - Remaining 1304 - Reason: Log topic and data gas cost')","(False, 40915, 'Out of gas: Needed 1381 - Remaining 1375 - Reason: Log topic and data gas cost')"
0x3e993f0011f04a371603b9a5a19550e5b60e4cc26564ea1786e7b0bf8a2ca979,22821,"(True, 22821, None)","(True, 22821, None)","(True, 22821, None)"
0x1e5efbc638b351959add419dd662a245890780bbd1a9ffd79669f38f124d438a,22821,"(True, 22821, None)","(True, 22821, None)","(True, 22821, None)"
0xaa82925c630924c88fab036a1ba46d80c393b00f81ecc471031f2e7d1b013011,22821,"(True, 22821, None)","(True, 22821, None)","(True, 22821, None)"
0x1dda24e53c0261e0bd6c888d9c8f592e3bffcdca368210abb194aa99bb213ab6,22821,"(True, 22821, None)","(True, 22821, None)","(True, 22821, None)"
0xbefc08785d4105985e9d180554b7fdcbc23b9ad655a28748363d370436eb270e,22821,"(True, 22821, None)","(True, 22821, None)","(True, 22821, None)"
0x8a92497909489d14a09d0c3c05030a389cb1460f31f038186d2ab07da749e4a9,22821,"(True, 22821, None)","(True, 22821, None)","(True, 22821, None)"
0x58c6b3d156286811c3e127231e0d502f39ac649e4c0e99f25616d13f1c5e22c6,22821,"(True, 22821, None)","(True, 22821, None)","(True, 22821, None)"
0x0ad178c5ddeee24b87036e02c5b18f90839e046049a619e29b010219daec50e4,25915,"(True, 26035, None)","(True, 26076, None)","(True, 26005, None)"
0xa752d3f41d2d58e8b5852f140e1732a0474d80e208c5350ead48c74b35fd1022,22821,"(True, 22821, None)","(True, 22821, None)","(True, 22821, None)"
0x625c7dfa95b87a20d37aaebfdcbabe8f6eb2a1342dd1c5150aa4058efc1dea63,7392,"(True, 7392, None)","(True, 7392, None)","(True, 7392, None)"
0xe7ced17782375ecb5a3bec5f0773b6bea108b873b92427cb99e75490f2997f83,22821,"(True, 22821, None)","(True, 22821, None)","(True, 22821, None)"
0x30a6cbf5bed2b0988ddf965b8a1613b6c76f442da2fb705ac030a21a35019f2f,22821,"(True, 22821, None)","(True, 22821, None)","(True, 22821, None)"
0xac173d1cb65dc024584f7f0ac96346a5371b4e4f662768c43e9d953cf7c5ab4e,22821,"(True, 22821, None)","(True, 22821, None)","(True, 22821, None)"
0x114cffbc6272f2baeda4d115d2fd36b6bf336adc78b468078f9e668404a8d774,25915,"(True, 26035, None)","(True, 26076, None)","(True, 26005, None)"
0xec98953edc6e6589195761f1442b6887c092a2277eb1d08c5146319bbccfd4e4,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xc34a5c9df46c833593cab73e317739f4a3d606b997ef0450a0c75a779c6f36ad,40915,"(False, 40915, 'Out of gas: Needed 1381 - Remaining 1345 - Reason: Log topic and data gas cost')","(False, 40915, 'Out of gas: Needed 1381 - Remaining 1304 - Reason: Log topic and data gas cost')","(False, 40915, 'Out of gas: Needed 1381 - Remaining 1375 - Reason: Log topic and data gas cost')"
0xc58c612921545003acc7932993d6c0bbb548e266cdba026094ddc3efe7152a90,22821,"(True, 22821, None)","(True, 22821, None)","(True, 22821, None)"
0x1382e10d9f201ed4dbb6e351b0a6311696a04d5359a48983f8588c420761e7c1,22821,"(True, 22821, None)","(True, 22821, None)","(True, 22821, None)"
0x05d6153ce186973906bec7f527c6d66cefad30d9ecc635c943dfed963e38d79e,22821,"(True, 22821, None)","(True, 22821, None)","(True, 22821, None)"
0x3d6cad2a7bf305744587d9b9c36d2c25cf214973b5efb1d1ff1c45e4b4e79d4a,22821,"(True, 22821, None)","(True, 22821, None)","(True, 22821, None)"
